ID	precursor number	monoisotopic m/z	charge	peak alpha	elution profile
1099	330	667.17345	1	164150.891284	5662:51843.5,5681:69096.82,5700:76105.1,5719:69442.54,5738:67497.0,5757:63244.66
1100	330	667.17345	1	161941.404832	5491:58160.8,5510:73415.19,5529:73686.81,5548:50794.81
1101	330	667.17345	1	158623.323451	5757:63244.66,5776:80093.09,5795:78592.92,5814:62739.5,5833:56618.19
1102	330	667.17345	1	156823.353387	5548:50794.81,5567:61327.76,5586:76452.14,5605:76605.6,5624:69204.82
1103	330	667.17345	1	151698.757312	5358:46640.7,5377:52972.9,5396:58847.92,5415:70045.85,5434:55794.8
1104	330	667.17345	1	149945.154503	5947:60824.31,5966:68724.16,5985:53464.25
1105	330	667.17345	1	144082.935534	5168:43160.3,5187:51523.73,5206:57779.26,5225:67696.47,5244:69569.15,5263:56895.9
1106	330	667.17345	1	136372.103294	5054:59462.21,5073:74098.36,5092:60003.65,5111:63438.32,5130:58682.36
1107	330	667.17345	1	136127.016824	5548:50794.81,5567:61327.76,5586:76452.14,5605:76605.6,5624:69204.82,5643:82307.93,5662:51843.5
1108	330	667.17345	1	121730.660573	5092:60003.65,5111:63438.32,5130:58682.36,5149:92518.1,5168:43160.3
1109	331	668.1738	1	90103.6123122	5985:21074.78,5016:28633.42,5035:27807.27,5054:24292.93,5073:14939.22
1110	331	668.1738	1	89620.3216293	5130:10611.16,5149:25172.64,5168:18097.34,5187:14494.11
1111	331	668.1738	1	81688.1457729	5073:14939.22,5092:24712.57,5111:17931.76,5130:10611.16
1112	331	668.1738	1	80386.3014772	5662:18694.76,5681:19692.02,5700:24630.89,5719:19918.24,5738:15442.72
1113	331	668.1738	1	77488.132855	5453:12752.81,5472:19442.9,5491:23163.76,5510:27978.44,5529:15544.57,5548:11178.55
1114	331	668.1738	1	73440.5525193	5909:9154.327,5928:16546.56,5947:17756.87,5966:21640.14,5985:21074.78
1115	331	668.1738	1	72830.9799658	5548:11178.55,5567:20929.25,5586:18094.9,5605:25094.58,5624:17350.94
1116	331	668.1738	1	72197.4702357	5377:14354.93,5396:15560.7,5415:22345.79,5434:16751.25,5453:12752.81
1117	331	668.1738	1	67903.6830403	5225:13391.25,5244:21555.95,5263:18614.02,5282:19747.47,5301:17275.62,5320:14192.11
1118	331	668.1738	1	64586.5848353	5795:14585.88,5814:15908.81,5833:19515.84,5852:15794.95
1119	331	668.1738	1	62086.9976263	5586:18094.9,5605:25094.58,5624:17350.94,5643:27645.5,5662:18694.76
1120	331	668.1738	1	60444.0849826	5320:14192.11,5339:19054.43,5358:19507.46,5377:14354.93
1121	331	668.1738	1	56106.7423152	5852:15794.95,5871:17394.19,5890:21088.78,5909:9154.327
1122	332	669.17175	1	90649.5375401	5301:12147.3,5320:14454.42,5339:35375.21,5358:9420.389
1123	332	669.17175	1	77859.8206945	5624:15163.02,5643:30216.96,5662:15319.23
1124	332	669.17175	1	74563.3585073	5738:18617.08,5757:18626.78,5776:21713.6,5795:28584.18,5814:17759.32,5833:15169.05
1125	332	669.17175	1	71831.4056257	5206:18645.83,5225:26634.45,5244:27130.92,5263:19275.16,5282:12558.58,5301:12147.3
1126	332	669.17175	1	69262.633016	5130:13675.07,5149:25379.57,5168:13455.12
1127	332	669.17175	1	69158.4695826	5567:14868.79,5586:25641.22,5605:17630.95,5624:15163.02
1128	332	669.17175	1	65210.9890557	5928:17863.71,5947:23986.92,5966:16035.51,5985:10023.2
1129	332	669.17175	1	61421.9850345	5453:16856.65,5472:18302.99,5491:21012.99,5510:26060.38,5529:21645.78,5548:17782.85,5567:14868.79
1130	332	669.17175	1	59645.0983358	5985:10023.2,5016:20284.11,5035:19944.28,5054:18316.69
1131	332	669.17175	1	54892.4284485	5054:18316.69,5073:22644.86,5092:20188.76,5111:18586.18,5130:13675.07
1132	332	669.17175	1	52944.7121728	5358:9420.389,5377:13566.29,5396:19396.3,5415:18593.95,5434:20369.58,5453:16856.65
1133	332	669.17175	1	49178.2024556	5662:15319.23,5681:20958.29,5700:17032.48,5719:23179.81,5738:18617.08
1134	333	670.172	1	14380.3478413	5909:220.3461,5928:2064.508,5947:4358.57,5966:4600.118,5985:802.689
1135	334	684.2019	1	187295.011556	5320:56275.75,5339:88509.4,5358:43926.34
1136	334	684.2019	1	172067.240198	5054:70465.29,5073:70731.82,5092:78648.47,5111:66388.7,5130:46787.14
1137	334	684.2019	1	167330.622925	5434:49558.5,5453:61799.29,5472:68159.27,5491:69416.87,5510:87401.14,5529:65404.97,5548:54259.4
1138	334	684.2019	1	160329.995068	5168:55699.78,5187:58010.39,5206:64871.92,5225:66326.49,5244:82220.14,5263:68230.54,5282:61054.86
1139	334	684.2019	1	155648.800194	5016:65989.84,5035:76706.49,5054:70465.29
1140	334	684.2019	1	146721.622978	5548:54259.4,5567:63474.79,5586:68424.44,5605:78117.58,5624:41414.49
1141	334	684.2019	1	132925.254712	5662:53005.92,5681:71398.15,5700:69654.83,5719:69626.33,5738:51728.24,5757:48414.6
1142	334	684.2019	1	129504.103819	5757:48414.6,5776:60271.56,5795:56673.85,5814:52376.73,5833:49541.57
1143	334	684.2019	1	124112.340131	5909:50589.02,5928:60897.64,5947:71457.4,5966:50862.9
1144	334	684.2019	1	121830.773235	5358:43926.34,5377:55589.52,5396:53752.77,5415:63851.85,5434:49558.5
1145	334	684.2019	1	118786.924157	5624:41414.49,5643:72525.13,5662:53005.92,5681:71398.15,5700:69654.83,5719:69626.33,5738:51728.24,5757:48414.6
1146	334	684.2019	1	101356.596936	5833:49541.57,5852:67654.29,5871:46795.36,5890:66378.43,5909:50589.02
1147	335	685.2023	1	93222.5089455	5567:15600.1,5586:26310.79,5605:24032.56,5624:11128.97
1148	335	685.2023	1	93015.3210623	5054:9674.71,5073:13108.41,5092:25451.8,5111:16324.26,5130:14684.79,5149:14649.32,5168:14285.55,5187:13832.55
1149	335	685.2023	1	86285.5449241	5301:7970.464,5320:8724.531,5339:21732.05,5358:13108.08
1150	335	685.2023	1	83799.6404545	5985:12891.74,5016:17743.71,5035:17780.03,5054:9674.71
1151	335	685.2023	1	75388.5895159	5187:13832.55,5206:20440.9,5225:18671.58,5244:19090.64,5263:16650.08,5282:9495.675,5301:7970.464
1152	335	685.2023	1	75031.3324869	5738:1895.138,5757:5415.076,5776:22284.79,5795:17174.01,5814:17693.05,5833:13750.25,5852:13042.54,5871:12830.69
1153	335	685.2023	1	72196.8511793	5624:11128.97,5643:20230.72,5662:20667.3,5681:19957.48,5700:12927.24
1154	335	685.2023	1	71857.8025396	5358:13108.08,5377:14380.54,5396:19337.79,5415:23815.67,5434:7301.227
1155	335	685.2023	1	64912.2457326	5871:12830.69,5890:13035.1,5909:17724.69,5928:15705.86,5947:15755.36,5966:3818.817
1156	335	685.2023	1	63266.7844477	5130:14684.79,5149:14649.32,5168:14285.55,5187:13832.55
1157	335	685.2023	1	63195.1312677	5491:5407.762,5510:18109.41,5529:15448.15,5548:16874.54,5567:15600.1
1158	335	685.2023	1	48482.8314349	5966:3818.817,5985:12891.74
1159	336	686.2001	1	79393.6154734	5054:24604.83,5073:24966.78,5092:30314.68,5111:22118.25,5130:15127.17
1160	336	686.2001	1	78472.1761253	5491:24005.26,5510:30641.22,5529:23193.48,5548:17440.67
1161	336	686.2001	1	78099.2429537	5301:17038.45,5320:18940.76,5339:27410.68,5358:12415.11
1162	336	686.2001	1	73983.6082323	5206:17181.44,5225:28057.22,5244:32183.74,5263:18918.09
1163	336	686.2001	1	70884.9795933	5548:17440.67,5567:18091.74,5586:26981.26,5605:24544.01,5624:16165.37
1164	336	686.2001	1	65545.233893	5681:18927.17,5700:23300.0,5719:23592.84,5738:11137.25,5757:10620.58
1165	336	686.2001	1	63057.4873055	5757:10620.58,5776:19319.56,5795:26133.5,5814:18370.7,5833:17406.84
1166	336	686.2001	1	55373.5065074	5358:12415.11,5377:21631.37,5396:22315.21,5415:24598.52,5434:12095.08
1167	336	686.2001	1	49288.8598449	5909:12882.88,5928:19005.05,5947:21008.6,5966:9505.577
1168	336	686.2001	1	46924.6391765	5966:9505.577,5985:17392.36
1169	336	686.2001	1	44614.9507364	5130:15127.17,5149:26697.13,5168:17886.85,5187:21760.73,5206:17181.44
1170	337	687.20005	1	24044.3408104	5681:4182.944,5700:8100.132,5719:348.67
1171	337	687.20005	1	11060.4523813	5909:0.0,5928:4161.315,5947:0.0
1172	337	687.20005	1	1.73665146974e-06	5776:10820.75,5795:0.0,5814:6492.507,5833:440.7479
1173	338	741.1047	1	372550.498208	5491:136158.8,5510:191529.5,5529:130965.4,5548:97248.31
1174	338	741.1047	1	353880.574588	5320:118862.6,5339:174278.4,5358:96788.86,5377:90737.31
1175	338	741.1047	1	334594.184562	5016:152307.4,5035:154693.2,5054:138508.8,5073:135099.4,5092:124347.6
1176	338	741.1047	1	334248.428186	5548:97248.31,5567:127876.8,5586:150135.0,5605:152036.3,5624:117748.9
1177	338	741.1047	1	310820.096878	5662:114188.2,5681:134695.6,5700:135620.3,5719:126370.4
1178	338	741.1047	1	307788.055646	5130:105201.8,5149:172149.1,5168:105748.9,5187:104630.7
1179	338	741.1047	1	300040.277796	5719:126370.4,5738:132018.0,5757:137669.2,5776:141337.8,5795:144621.5,5814:129901.3
1180	338	741.1047	1	287766.731626	5377:90737.31,5396:146651.5,5415:134903.5,5434:123935.3,5453:105355.2
1181	338	741.1047	1	283607.382571	5073:135099.4,5092:124347.6,5111:147016.5,5130:105201.8
1182	338	741.1047	1	277097.833148	5928:97708.28,5947:111874.8,5966:128982.9,5985:128248.5
1183	338	741.1047	1	276098.905194	5187:104630.7,5206:125983.6,5225:135961.4,5244:130980.8,5263:83387.62
1184	338	741.1047	1	259375.839034	5719:126370.4,5738:132018.0,5757:137669.2,5776:141337.8,5795:144621.5,5814:129901.3,5833:145702.7,5852:111390.1,5871:89634.02
1185	338	741.1047	1	234535.535678	5871:89634.02,5890:101131.0,5909:100226.9,5928:97708.28
1186	339	742.1131	1	236550.836335	5111:16516.94,5130:46775.47,5149:58604.52,5168:42360.34,5187:33003.11
1187	339	742.1131	1	213146.041374	5035:31638.62,5054:36676.57,5073:69656.95,5092:32760.98,5111:16516.94
1188	339	742.1131	1	213074.601711	5263:40401.29,5282:68401.77,5301:44092.59,5320:26243.06,5339:22189.33
1189	339	742.1131	1	196598.07278	5738:31012.57,5757:48288.11,5776:49348.76,5795:42693.46
1190	339	742.1131	1	190281.842461	5434:26975.44,5453:31237.31,5472:46158.6,5491:12969.41,5510:10915.97
1191	339	742.1131	1	180109.486651	5662:32027.82,5681:46910.26,5700:46623.01,5719:47566.53,5738:31012.57
1192	339	742.1131	1	161660.686487	5985:20141.96,5016:40152.08,5035:31638.62
1193	339	742.1131	1	155969.555168	5377:16311.96,5396:18243.16,5415:45113.44,5434:26975.44
1194	339	742.1131	1	144785.781242	5510:10915.97,5529:36775.55,5548:53387.65,5567:54911.11,5586:45163.84,5605:42345.66,5624:20801.18
1195	339	742.1131	1	139244.340257	5871:15763.59,5890:51494.87,5909:53526.32,5928:44962.7,5947:34249.57
1196	339	742.1131	1	135409.968352	5624:20801.18,5643:73423.36,5662:32027.82,5681:46910.26,5700:46623.01
1197	339	742.1131	1	121685.675595	5339:22189.33,5358:30352.9,5377:16311.96
1198	340	743.1127	1	185677.810288	5567:32434.58,5586:46630.26,5605:49788.51,5624:79360.24,5643:38089.7
1199	340	743.1127	1	148353.135478	5757:47953.95,5776:62274.85,5795:58395.65,5814:26036.69
1200	340	743.1127	1	132453.379176	5814:26036.69,5833:57947.49,5852:52980.65,5871:38469.48,5890:27636.73
1201	340	743.1127	1	124556.561319	5643:38089.7,5662:38749.73,5681:51674.94,5700:58902.52,5719:33853.37
1202	340	743.1127	1	121227.903144	5966:44936.74,5985:49650.04
1203	341	758.1276	1	296579.997723	5301:72542.8,5320:85310.87,5339:151134.9,5358:102339.2,5377:84247.91
1204	341	758.1276	1	277897.454468	5073:91356.5,5092:123098.4,5111:91970.47,5130:87279.25
1205	341	758.1276	1	269566.708785	5681:74514.75,5700:94487.37,5719:120663.3,5738:91826.79
1206	341	758.1276	1	259393.907646	5491:101862.7,5510:118710.8,5529:118645.2,5548:83356.94
1207	341	758.1276	1	233783.506984	5377:84247.91,5396:110359.4,5415:96033.89,5434:114591.3,5453:72337.34
1208	341	758.1276	1	227481.432896	5016:90372.3,5035:116575.2,5054:99327.75,5073:91356.5
1209	341	758.1276	1	225849.999651	5624:82409.67,5643:105216.0,5662:100542.5,5681:74514.75
1210	341	758.1276	1	223138.813778	5548:83356.94,5567:92930.29,5586:113321.5,5605:109380.3,5624:82409.67
1211	341	758.1276	1	221012.754668	5738:91826.79,5757:97386.61,5776:96087.48,5795:99414.13,5814:79928.23,5833:65241.09
1212	341	758.1276	1	211262.381069	5206:75993.92,5225:93882.85,5244:125172.2,5263:93691.33,5282:110458.4,5301:72542.8
1213	341	758.1276	1	195054.979205	5928:78918.98,5947:115962.1,5966:87987.81,5985:92720.09
1214	341	758.1276	1	163339.172177	5130:87279.25,5149:101066.7,5168:74119.39,5187:101536.0,5206:75993.92
1215	342	759.1372	1	180380.262325	5985:31492.15,5016:46771.53,5035:2956.662
1216	342	759.1372	1	170948.198575	5377:25455.6,5396:46775.24,5415:58231.72,5434:30018.5
1217	342	759.1372	1	161221.857843	5035:2956.662,5054:23332.82,5073:34258.01,5092:43572.56,5111:25873.04,5130:19538.52
1218	342	759.1372	1	150442.863409	5187:12805.24,5206:44066.83,5225:46283.2,5244:23071.93
1219	342	759.1372	1	146891.867382	5130:19538.52,5149:33859.5,5168:22649.78,5187:12805.24
1220	342	759.1372	1	141448.896323	5567:19094.69,5586:23741.28,5605:39687.58,5624:35071.94,5643:34769.63
1221	342	759.1372	1	121767.031877	5757:21688.44,5776:35182.43,5795:36499.3,5814:36099.62,5833:43926.77,5852:21646.7,5871:9221.973
1222	342	759.1372	1	121364.880964	5643:34769.63,5662:47414.18,5681:49813.67,5700:27161.16
1223	342	759.1372	1	111560.898234	5491:15279.87,5510:40970.74,5529:23135.39,5548:43695.08,5567:19094.69
1224	342	759.1372	1	97456.4065372	5320:15628.4,5339:35570.34,5358:29330.18,5377:25455.6
1225	342	759.1372	1	83583.1819872	5947:4093.133,5966:33912.78,5985:31492.15
1226	342	759.1372	1	44435.7190562	5871:9221.973,5890:33710.07,5909:16347.41,5928:51170.12,5947:4093.133
1227	342	759.1372	1	20161.6977346	5244:23071.93,5263:32547.25,5282:4155.124,5301:33198.22,5320:15628.4
1228	343	815.127	1	162105.083924	5168:45429.62,5187:46736.63,5206:60449.72,5225:74063.47,5244:67572.48,5263:53016.43
1229	343	815.127	1	160728.210631	5301:24463.38,5320:40876.43,5339:69293.62,5358:40170.09
1230	343	815.127	1	159944.508917	5130:44250.7,5149:66501.57,5168:45429.62
1231	343	815.127	1	147781.951144	5054:37244.36,5073:64573.96,5092:70106.09,5111:51801.37,5130:44250.7
1232	343	815.127	1	145852.819908	5548:41724.55,5567:46508.63,5586:58687.42,5605:66167.81,5624:68572.67,5643:57339.08,5662:48456.14
1233	343	815.127	1	142953.789131	5985:52783.83,5016:68589.86,5035:64028.99,5054:37244.36
1234	343	815.127	1	131847.580049	5396:33064.66,5415:61856.33,5434:43127.49,5453:35835.41,5472:35711.59
1235	343	815.127	1	130324.535923	5909:40210.83,5928:49474.9,5947:65686.4,5966:64860.17,5985:52783.83
1236	343	815.127	1	130099.471822	5472:35711.59,5491:66205.64,5510:56472.6,5529:57067.37,5548:41724.55
1237	343	815.127	1	120807.976693	5757:31522.32,5776:60003.19,5795:47388.34,5814:36562.28,5833:35696.48
1238	343	815.127	1	116735.674437	5833:35696.48,5852:57008.39,5871:60280.13,5890:47768.17,5909:40210.83
1239	343	815.127	1	93751.8542601	5662:48456.14,5681:49841.78,5700:51710.81,5719:40910.87
1240	344	816.1276	1	113739.707513	5700:8155.502,5719:41976.71,5738:30070.92,5757:15974.02
1241	344	816.1276	1	84886.3965915	5643:16555.4,5662:24080.52,5681:11325.02,5700:8155.502
1242	344	816.1276	1	75962.8336113	5757:15974.02,5776:18250.84,5795:33000.16,5814:27473.04,5833:30564.81,5852:16986.89
1243	344	816.1276	1	57094.1149542	5890:28562.62,5909:20619.72,5928:21089.5,5947:8002.511
1244	345	832.1444	1	101607.424097	5928:28237.51,5947:47199.41,5966:55937.44,5985:55438.08
1245	346	421.32775	2	61019.2721021	5871:10978.65,5890:16187.89,5909:17445.01,5928:14000.5,5947:9124.418,5966:8702.347
1246	346	421.32775	2	45135.7016941	5966:8702.347,5985:13532.12
1247	347	421.83195	2	1.45274623975e-06	5909:0.0,5928:1628.681,5947:0.0
1248	348	383.8574	3	131651.735617	5358:27637.63,5377:48960.42,5396:54178.57,5415:61583.01,5434:67186.68,5453:69877.58,5472:53751.79,5491:40697.09
1249	348	383.8574	3	98293.5242826	5548:43753.82,5567:50863.21,5586:50275.16,5605:38659.62,5624:27455.8
1250	348	383.8574	3	96183.1686085	5681:33672.18,5700:42753.73,5719:48577.45,5738:42960.77,5757:36992.33
1251	348	383.8574	3	86348.6595883	5491:40697.09,5510:54097.7,5529:49586.35,5548:43753.82
1252	348	383.8574	3	85684.2877734	5757:36992.33,5776:43525.42,5795:42483.03,5814:33759.39
1253	348	383.8574	3	84986.1254245	5624:27455.8,5643:39384.38,5662:39874.86,5681:33672.18
1254	348	383.8574	3	72805.5362302	5301:15083.87,5320:32024.01,5339:38877.96,5358:27637.63
1255	348	383.8574	3	69393.1607159	5909:19641.05,5928:34816.13,5947:38666.8,5966:23420.63
1256	348	383.8574	3	64295.4278879	5966:23420.63,5985:32378.64
1257	348	383.8574	3	34068.8273254	5206:7732.997,5225:8748.91,5244:10838.48,5263:17477.35,5282:18737.97,5301:15083.87
1258	348	383.8574	3	20774.6856567	5149:3647.41,5168:9705.145,5187:9543.08,5206:7732.997
1259	349	384.19485	3	9811.85113069	5890:0.0,5909:3155.094,5928:0.0
1260	350	868.655	3	66284.946948	5928:0.01179307,5947:0.01852353,5966:29535.13,5985:40360.73
1261	351	371.0828	4	402658.53642	5871:74.36195,5890:3468.158,5909:3310.719,5928:0.0
1262	351	371.0828	4	335655.104278	5757:0.0,5776:1635.325,5795:1425.849,5814:284.7786
1263	351	371.0828	4	334601.602051	5605:1180.038,5624:1317.314,5643:1946.992,5662:1448.661
1264	351	371.0828	4	334426.071655	5320:995.6812,5339:1209.817,5358:1316.574,5377:853.831
1265	351	371.0828	4	288457.477654	5282:409.1941,5301:1058.077,5320:995.6812
1266	351	371.0828	4	75.2497508605	5206:319.2749,5225:584740.1,5244:522442.4
1267	351	371.0828	4	61.5753855197	5529:124.9175,5548:518350.0,5567:551750.9,5586:544139.2,5605:1180.038
1268	351	371.0828	4	2.51709517956	5035:356638.0,5054:372948.1,5073:557213.9,5092:680683.7,5111:638586.7,5130:534090.3,5149:520644.4
1269	351	371.0828	4	0.904776671205	5377:853.831,5396:550903.5,5415:518608.8,5434:635582.0,5453:598130.4,5472:563600.9,5491:247.3214
1270	351	371.0828	4	2.0526995459e-07	5814:284.7786,5833:544050.4,5852:553584.3,5871:74.36195
1271	351	371.0828	4	2.77729332555e-08	5415:518608.8,5434:635582.0,5453:598130.4,5472:563600.9,5491:247.3214
1272	351	371.0828	4	4.02282000897e-09	5985:0.0,5016:382040.3,5035:356638.0
1273	352	372.09805	4	85997.2871282	5947:8379.01,5966:9061.612,5985:9604.037
1274	352	372.09805	4	82173.1318533	5320:884.1196,5339:866.3399,5358:1167.596,5377:625.4865
1275	352	372.09805	4	81639.7407644	5928:10710.72,5947:8379.01,5966:9061.612
1276	352	372.09805	4	33502.5292951	5681:1162.328,5700:3214.314,5719:5630.349,5738:5364.57,5757:2446.719
1277	352	372.09805	4	4470.05709423	5263:5320.003,5282:7656.659,5301:0.0,5320:884.1196,5339:866.3399
1278	352	372.09805	4	3.23301780881	5434:72076.73,5453:83322.11,5472:86171.85
1279	352	372.09805	4	0.680107196875	5377:625.4865,5396:94950.19,5415:78894.48,5434:72076.73
1280	352	372.09805	4	0.650505785152	5814:8580.07,5833:89226.73,5852:83753.62,5871:8032.49
1281	352	372.09805	4	0.0122349421994	5016:146343.6,5035:151053.0,5054:152709.6,5073:73980.8,5092:73555.37
1282	352	372.09805	4	2.62960491862e-06	5206:6378.648,5225:84818.73,5244:70462.39,5263:5320.003
1283	352	372.09805	4	3.12913955969e-07	5092:73555.37,5111:77018.11,5130:60800.82
1284	352	372.09805	4	5.46895435605e-08	5624:0.0,5643:0.0,5662:0.0
1285	352	372.09805	4	0.0	5529:7224.932,5548:63069.03,5567:69879.99,5586:82468.64,5605:1386.183
1286	353	393.0791	4	34242.4239371	5966:6790.038,5985:11275.81
1287	353	393.0791	4	33153.2419174	5282:28.1626,5301:53.26437,5320:1770.394,5339:0.0
1288	353	393.0791	4	30526.5803796	5719:0.7046991,5738:0.7493349,5757:1.073381,5776:11.95286,5795:751.0557,5814:395.9834
1289	353	393.0791	4	28324.9359771	5833:0.0,5852:2086.923,5871:37.5797
1290	353	393.0791	4	23371.1960725	5168:0.0,5187:7564.218,5206:0.7116059
1291	353	393.0791	4	2074.30636407	5358:196.9235,5377:2758.089,5396:151.1051,5415:23.27802,5434:21.85273
1292	353	393.0791	4	1711.42799015	5662:12.08004,5681:886.3366,5700:2771.819,5719:0.7046991
1293	353	393.0791	4	317.329337163	5073:43.78264,5092:71.01102,5111:646.0769,5130:24.62403
1294	353	393.0791	4	57.7740788135	5206:0.7116059,5225:43.73655,5244:0.9140801,5263:86.2313,5282:28.1626
1295	353	393.0791	4	40.698170669	5548:19.02072,5567:40.80275,5586:147.5256,5605:11.73236
1296	353	393.0791	4	0.118875749377	5871:37.5797,5890:45.56911,5909:18.72349,5928:0.0
1297	353	393.0791	4	1.37048965065e-07	5415:23.27802,5434:21.85273,5453:215.5866
1298	354	428.88945	4	80486.6146824	5149:25831.61,5168:33486.32,5187:33049.0,5206:24549.54
1299	354	428.88945	4	74542.8212432	5396:23207.85,5415:25886.89,5434:30506.65,5453:23796.98
1300	354	428.88945	4	74159.7956168	5624:21150.89,5643:29003.49,5662:30681.13,5681:33471.75,5700:27534.0
1301	354	428.88945	4	69086.9319545	5092:22134.74,5111:29654.99,5130:28690.84,5149:25831.61
1302	354	428.88945	4	66195.1872727	5016:22334.11,5035:27419.46,5054:28997.86,5073:26968.9,5092:22134.74
1303	354	428.88945	4	64415.5858528	5871:23605.66,5890:25345.67,5909:27723.45,5928:26508.7,5947:27350.66,5966:25650.28,5985:25644.7
1304	354	428.88945	4	63562.1481479	5263:22792.47,5282:24253.1,5301:26250.23,5320:26334.69,5339:27869.35,5358:20953.63
1305	354	428.88945	4	61945.6629823	5757:18873.64,5776:25377.84,5795:28193.83,5814:1544.703
1306	354	428.88945	4	60120.1504217	5548:24056.75,5567:30342.42,5586:27546.84,5605:25068.25,5624:21150.89
1307	354	428.88945	4	57505.3859991	5814:1544.703,5833:1843.468,5852:25932.05,5871:23605.66,5890:25345.67
1308	355	430.885	4	141549.581695	5187:3548.973,5206:3747.252,5225:3441.615,5244:2175.196,5263:1299.826
1309	355	430.885	4	127078.935512	5985:4259.995,5016:3841.472,5035:4502.621
1310	355	430.885	4	125268.916109	5434:2918.643,5453:3519.856,5472:4170.316,5491:52342.56,5510:52223.08,5529:50903.0,5548:5313.979,5567:2621.083,5586:775.9532
1311	355	430.885	4	122958.953066	5852:4055.219,5871:55561.68,5890:7085.451
1312	355	430.885	4	122940.820016	5396:3196.128,5415:49226.4,5434:2918.643
1313	355	430.885	4	121573.597148	5947:2541.441,5966:3749.026,5985:4259.995
1314	355	430.885	4	120826.289619	5890:7085.451,5909:17132.39,5928:2800.429,5947:2541.441
1315	355	430.885	4	117786.777762	5130:3672.407,5149:50866.77,5168:4612.337,5187:3548.973
1316	355	430.885	4	117487.441729	5073:4176.012,5092:52204.3,5111:4755.577,5130:3672.407
1317	355	430.885	4	90364.2521088	5586:775.9532,5605:4726.285,5624:53374.52,5643:50039.31,5662:12927.03,5681:2765.102
1318	355	430.885	4	62580.428401	5681:2765.102,5700:11655.56,5719:12285.06,5738:3055.835,5757:1173.811
1319	355	430.885	4	32416.6383137	5757:1173.811,5776:1256.071,5795:3089.526,5814:26841.58,5833:17858.79,5852:4055.219
1320	355	430.885	4	14015.9663773	5301:2034.018,5320:3329.972,5339:17149.98,5358:9792.575,5377:6074.092,5396:3196.128
1321	357	432.8823	4	63967.4946429	5947:4705.576,5966:29039.23,5985:29852.42
1322	358	445.9285	4	35890.2393403	5149:6361.825,5168:15884.34,5187:15401.86,5206:10560.2,5225:9744.733,5244:7199.972
1323	358	445.9285	4	33916.4534122	5054:8643.838,5073:14346.84,5092:10046.13,5111:8823.217
1324	358	445.9285	4	31714.0442537	5795:5020.83,5814:7811.385,5833:13330.02,5852:7090.962
1325	358	445.9285	4	29662.136579	5491:6180.341,5510:10176.87,5529:12449.49,5548:9475.236
1326	358	445.9285	4	29070.0803721	5244:7199.972,5263:11803.36,5282:10260.26,5301:6624.723
1327	358	445.9285	4	27211.8181446	5548:9475.236,5567:11967.38,5586:10883.17,5605:12612.35,5624:5699.353
1328	358	445.9285	4	26729.9630122	5624:5699.353,5643:11268.2,5662:10773.11,5681:11724.75,5700:9766.683,5719:9146.259,5738:8573.596
1329	358	445.9285	4	25915.2392014	5738:8573.596,5757:10702.88,5776:7385.159,5795:5020.83
1330	358	445.9285	4	25520.0251373	5890:8079.501,5909:8669.633,5928:10620.18,5947:10601.2,5966:10365.54,5985:9395.267
1331	358	445.9285	4	22952.0684195	5396:8646.812,5415:10004.91,5434:9691.496,5453:7036.014
1332	358	445.9285	4	22656.0364715	5301:6624.723,5320:9126.145,5339:10678.79,5358:6561.965
1333	358	445.9285	4	22431.9746519	5985:9395.267,5016:8842.51,5035:9793.679,5054:8643.838
1334	358	445.9285	4	21819.6409246	5358:6561.965,5377:14945.14,5396:8646.812,5415:10004.91,5434:9691.496,5453:7036.014
1335	359	447.1139	4	31946.474277	5472:5632.849,5491:8243.341,5510:5603.754,5529:4964.165,5548:4460.532
1336	359	447.1139	4	29903.8550607	5624:6003.651,5643:8614.294,5662:6272.695
1337	359	447.1139	4	28747.9365987	5130:6984.897,5149:7509.891,5168:9188.894,5187:126.3727
1338	359	447.1139	4	27870.8791218	5757:4768.622,5776:5938.797,5795:7119.831,5814:5162.411
1339	359	447.1139	4	27659.5894405	5548:4460.532,5567:5424.753,5586:8124.714,5605:7939.358,5624:6003.651
1340	359	447.1139	4	27455.9475661	5814:5162.411,5833:6254.013,5852:7344.007,5871:8111.827,5890:7254.179,5909:6773.684
1341	359	447.1139	4	26043.9783165	5985:6551.109,5016:7458.175,5035:0.0
1342	359	447.1139	4	25097.5945843	5662:6272.695,5681:7689.801,5700:9254.225,5719:4725.461
1343	359	447.1139	4	23505.708429	5890:7254.179,5909:6773.684,5928:7612.396
1344	359	447.1139	4	21649.0786365	5966:0.0,5985:6551.109
1345	359	447.1139	4	21262.3140179	5073:5969.898,5092:6439.15,5111:7033.531,5130:6984.897
1346	359	447.1139	4	20651.5165085	5358:6256.377,5377:7120.595,5396:6269.515,5415:6250.895,5434:5782.957,5453:5638.813,5472:5632.849
1347	359	447.1139	4	17388.4679187	5225:7706.603,5244:5189.09,5263:5968.373
1348	360	868.655	4	1515.25069203	5928:66427.68,5947:57235.66,5966:9783.357
